raw_title,price,condition_raw,location,posted_date,url,photo_count,scraped_at,seller_type,description
Apple iPhone 16 Pro 256 GB Gold,100000,Used,"Chattogram, Chandgaon",27/08,https://bikroy.com/chandgaon/mobile-phones/apple-iphone-16-pro-256-gb-gold-tutAnbEKeP00WFh0NuHjgWo3.html,5,2026-09-12T02:14:19.844581+00:00,individual,Experience completely fresh condition! Comes with box and browser.
Apple iPhone 14 Plus 256 GB Blue,70000,Used,"Rajshahi, Shaheb Bazar",06/09,https://bikroy.com/shaheb-bazar/mobile-phones/apple-iphone-14-plus-256-gb-blue-oViUzd8ix51YG8Xi8fWYzpg6.html,3,2026-09-12T02:14:21.582888+00:00,individual,Onek valo phone.original
Samsung Galaxy S23 256 GB,24500,Used,"Chattogram, Jamalkhan",01/09,https://bikroy.com/jamalkhan/mobile-phones/samsung-galaxy-s23-256-gb-6pIeRUKTcuhCKfP9Nd9OCnMo.html,4,2026-09-12T02:14:23.936125+00:00,individual,"Phone কখনো খোলা হয়নি / কোনো fitting বা repair করা হয়নি
 Box নেই
 যা যা দেওয়া হ
 Adapter+Charging Cable
 Display Issue
Display-এর green-line issue আগেই পরিষ্কারভাবে উল্লেখ করা হচ্ছে। কোনো কিছু লুকানো হচ্ছে না। Buyer চাইলে সামনাসামনি এসে ফোনের সবকিছু check/test করে নিতে পারবেন।
 Asking Price: ৳23,500
 Reasonable offer হলে আলোচনা করা যাবে।"
Samsung Galaxy A35 256 GB White,25000,Used,"Rajshahi, Court Station",31/08,https://bikroy.com/court-station/mobile-phones/samsung-galaxy-a35-256-gb-white-v208dryl8YUMK1Heezxozo5g.html,5,2026-09-12T02:14:25.081661+00:00,individual,একদম ফ্রেশ কন্ডিশন নতুনের মতো। যত খুশি চেক করে নিতে পারবেন৷  ইন্ডিয়ান ফোন।  তাই শুধু ফোন পাবেন।  বডিতে সামান্য কিছু দাগ আছে । ব্যাটারি ব্যাকাপ + গামিং + ফোটোর জন্য বেস্ট৷ শুধু মাত্র প্রকৃত ক্রেতারাই ফোন দিবেন{phone=০১৫২১৭৯৯১৭৫}
Xiaomi 14 Ultra 512 GB White,59500,Used,"Dhaka, Jatrabari",20 hours ago,https://bikroy.com/jatrabari/mobile-phones/xiaomi-14-ultra-512-gb-white-hESQSvuuedxViILeNrGOX3M6.html,5,2026-09-12T02:14:26.880147+00:00,individual,"Xiaomi 14 Ultra (16-512) full fresh condition
Memo available
Location: Dhaka Jurain Bikrampur Plaza, Level-3, Shop-42
Call/WhatsApp 019XXXXXXXX"
New Xiaomi Redmi Note 15 Pro+ 256 GB Blue,38990,Brand New,"Dhaka, Jatrabari",11 hours ago,https://bikroy.com/jatrabari/mobile-phones/new-xiaomi-redmi-note-15-pro-256-gb-blue-4XCKxPZRXHmIk9C1Hw4V9UW9.html,5,2026-09-12T02:14:27.624164+00:00,individual,"Condition: Like New 3 Month Used
Ram: 8GB Rom: 256GB
Snapdragon 7s Gen 4
Camera: 200MP
FullBox
Price: Fixed
Address: Dhaka, Jatrabari, Shahid Faruk Road, Taj-Tanvir Super Market, 2nd Floor, Shop Number: 10 (MobileHub)
#Buy the right product at the right price instead of getting cheated by buying cheap products to save some money."
Xiaomi 13 Ultra 256 GB Green,45000,Used,"Dhaka, Mohammadpur",01/09,https://bikroy.com/mohammadpur/mobile-phones/xiaomi-13-ultra-256-gb-green-ieKf314ZpqgPQrdkSl8oI3i8.html,5,2026-09-12T02:14:28.342294+00:00,individual,"📱🔥 Xiaomi 13 Ultra (6/128GB) used 
no box
📸 অসাধারণ Leica Camera Experience
China varriant 
💾 RAM/ROM: 6/128GB
মূল্য: ৪৫,০০০ টাকা
🏷️ New Price: ৯৪,০০০ টাকা

✅ Only Device
✅ Back Cover
✅ Premium Super Strong Glass
📍 লোকেশন: সাভার সেনা শপিং কমপ্লেক্স
SMS Gadget
🚨 মাত্র ১ পিস Available!
⚠️ আসার আগে অবশ্যই কল করে Booking করে আসতে হবে।"
Xiaomi Poco F3 Pro 256 GB Orange,19000,Used,"Dhaka, Savar",29/08,https://bikroy.com/savar/mobile-phones/xiaomi-poco-f3-pro-256-gb-orange-f8Cbt75NxVaShPMcmz8HzhL5.html,4,2026-09-12T02:14:29.061200+00:00,individual,"কোন প্রবলেম নেই শুধু ফোন পাবেন ডকুমেন্টস হিসেবে এনআইডি কার্ডের ছবি পাবেন  নিতে হলে  লোকেশন আসতে হবে
 WhatsApp /IMO 018XXXXXXXX"
Xiaomi Mi 11 Ultra 256 GB Black,31990,Used,"Dhaka, Shyamoli",12 hours ago,https://bikroy.com/shyamoli/mobile-phones/xiaomi-mi-11-ultra-256-gb-black-fyCFesclc5hsYqaLfawTfQM2.html,5,2026-09-12T02:14:29.468289+00:00,individual,"Guarantee - Warranty 

 Every phone of ours has a 10-day guarantee and a 1-year service warranty.
  If you find any issues, you can change the model.

 Our Shop Address 
  Ma Enterprise 
Shyamoli Khan Plaza Mobile Market
 Shop Number: 22
Ring Road, Shyamoli, Mohammadpur Dhaka-1207 019XXXXXXXX"
Xiaomi Redmi Turbo 4 256 GB White,32000,Used,"Dhaka, Mirpur",16/08,https://bikroy.com/mirpur/mobile-phones/xiaomi-redmi-turbo-4-256-gb-white-k8JR5FSvK1xEVivgwISwehjd.html,4,2026-09-12T02:14:30.184142+00:00,individual,"Redmi turbo 4
13/256
Battery Health 95%
Activation date: December 2025
Location:
Kazipara / Kochukhet / Police Staff - any of these places"
