raw_title,price,condition_raw,location,posted_date,url,photo_count,scraped_at,seller_type,description
Samsung Galaxy S21 Ultra 5G 256 GB Black,24599,Used,"Dhaka, Savar",29/08,https://bikroy.com/savar/mobile-phones/samsung-galaxy-s21-ultra-5g-256-gb-black-Ivz8A2HPPF8lkn4kw8nbLAt.html,4,2026-09-03T07:34:23.538152+00:00,individual,SamSung Galaxy S21 Ultra 5G ফোন টা সবকিছু ওকে আছে শুধু ডিস্প্লেতে গ্রিন লাইন আর হাল্কা ফাটা আছে তাছাড়া বাকি সবকিছু ওকে
Samsung Galaxy A35 128 GB White,24000,Used,"Dhaka, Savar",17/08,https://bikroy.com/savar/mobile-phones/samsung-galaxy-a35-128-gb-white-6gC9ftYN30pLyRAeIuUUnJAJ.html,3,2026-09-03T07:34:24.148018+00:00,individual,"Savar Thana Stand Katlapur Mosque alongside shop
Bismillah Telecom
RAM... 8gb
ROM... 128
Cash Memo
1 year Warranty
Full ok... New Condition.
Price Fixed"
Samsung Galaxy S10 Plus 128 GB Green,25000,Used,"Dhaka, Uttara",29/08,https://bikroy.com/uttara/mobile-phones/samsung-galaxy-s10-plus-128-gb-green-wcGu1bukCwlqakORfEk9qgcg.html,5,2026-09-03T07:34:24.933642+00:00,individual,"Brought with me from abroad, no fault in the phone. Never worked on, fully intact. 
Need upgrade so selling this unit. 
No box available, just a complete phone and charger will be given. 
Location: Uttara , sector 5."
Apple iPhone 15 Pro Max 256 GB,95000,Used,"Chattogram, Alankar",29/08,https://bikroy.com/alankar/mobile-phones/apple-iphone-15-pro-max-256-gb-pO5ZYMnZUKynFj9ZuTS2oiBg.html,3,2026-09-03T07:34:26.604323+00:00,individual,"All must new because i'm not to much users, i never played video games.
Battery health 86% backup normal, i bought this phone from saudi Arabia, i came back from Saudi now i need some money that's why i want to sell this phone with box cable Orginal magsafe i phone case & 2 other case
If you are interested pls call me 018XXXXXXXX"
New Samsung Galaxy A15 5G 256 GB White,18999,Brand New,"Rajshahi, Vodra",2 hours ago,https://bikroy.com/vodra/mobile-phones/new-samsung-galaxy-a15-5g-256-gb-white-khjzStvu9IVYXPSkuoRxP6hS.html,5,2026-09-03T07:34:27.737281+00:00,individual,"Experience smart design and incredible performance with the Samsung A15, your perfect choice.

Limited stock – first come, first served!
Our Address: Baneswar Shibpur Hat, Puthia, Rajshahi
100% Trustworthiness
Right price, right product
FAHIM mobile zone, your trusted mobile shop"
Xiaomi Redmi K90 256 GB Black,55000,Used,"Dhaka, Banani",2 days ago,https://bikroy.com/banani/mobile-phones/xiaomi-redmi-k90-256-gb-black-cqpYQs644dWylNajUJMwOnXa.html,5,2026-09-03T07:34:29.133744+00:00,individual,"📱 Redmi K90 5G — 12/256GB

মাত্র ১৭ দিন ব্যবহার করা হয়েছে। একদম ফ্রেশ কন্ডিশন, কোনো সমস্যা নেই। বক্স, অরিজিনাল চার্জারসহ সবকিছু আছে। কোনো পার্টস পরিবর্তন করা হয়নি।

💰 দাম: ৳৫৫,০০০ (আলোচনা সাপেক্ষে)
📍 লোকেশন: বনানী, ঢাক 019XXXXXXXX"
Apple iPhone 16 Pro 256 GB Silver,100000,Used,"Dhaka, Mirpur",30/08,https://bikroy.com/mirpur/mobile-phones/apple-iphone-16-pro-256-gb-silver-brY0e5630Zi3iCgmFl53uYL2.html,4,2026-09-03T07:34:29.506409+00:00,individual,"IPhone 16 pro 256gb bh:89 with original charger
Fully authentic joto iccha dekhe niben water proof available never repair history
Phone bahire Theke ana hoise always 80/20 maintain kora hoise onk khon Charge thake joto iccha dekhe niben
Price fixed"
Apple iPhone 12 Pro Max 128 GB Black,26999,Used,"Chattogram, Panchlaish",30/08,https://bikroy.com/panchlaish/mobile-phones/apple-iphone-12-pro-max-128-gb-black-8cpQbiEBOdfJhUhgVQXN28nB.html,4,2026-09-03T07:34:29.996583+00:00,individual,"Baypass iphone 12promax
128GB
face id no
troton ok
battery health 73 original
Waterproof available 
Display apple genuine 100%
24k ar oupore hole Message Deban 
Real buyer ra nahole gale kaben
No exchange
what's app 018XXXXXXXX"
Xiaomi Redmi Note 13 Pro+ 512 GB Black,25000,Used,"Dhaka, Tejgaon",1 day ago,https://bikroy.com/tejgaon/mobile-phones/xiaomi-redmi-note-13-pro-512-gb-black-62UnJXok1nB1sIOR67uHuHKH.html,3,2026-09-03T07:34:31.120823+00:00,individual,Fixed Price Original Box & Charger Available
Xiaomi Redmi 15 128 GB Silver,19500,Used,"Dhaka, Motijheel",29/08,https://bikroy.com/motijheel/mobile-phones/xiaomi-redmi-15-128-gb-silver-sIgG1kpYZ38io65sJ8opT6zM.html,5,2026-09-03T07:34:31.915833+00:00,individual,"Redmi 15
6/128GB
Battery 7000mah
Use only 4/5 month
Phone Totally Fresh
T&T Colony, Motijheel"
