raw_title,price,condition_raw,location,posted_date,url,photo_count,scraped_at,seller_type,description
Apple iPhone 16 Pro Max 256 GB Rose Gold,115000,Used,"Chattogram, New Market, Chattogram",1 day ago,https://bikroy.com/new-market/mobile-phones/apple-iphone-16-pro-max-256-gb-rose-gold-uJo9OsH8r61ll8LIDA7QG69D.html,5,2026-09-14T03:21:25.528859+00:00,individual,"The mobile was sent from Dubai and used by a single person. Full fresh body with no scratches.

Battery health 90%
Original box is available, any security documents can be provided if requested.
You can check it thoroughly as much as you like, there are no issues.

Call directly at 019XXXXXXXX"
Apple iPhone 16 Pro Max 256 GB Bronze,115000,Used,"Rajshahi, Shaheb Bazar",21 hours ago,https://bikroy.com/shaheb-bazar/mobile-phones/apple-iphone-16-pro-max-256-gb-bronze-dkozXQRyhyMTwlV9REij7Sfr.html,3,2026-09-14T03:21:27.312845+00:00,individual,"iPhone 16 Pro Max, 256 GB, 91% battery health, USA version, super condition, 7 days replacement guarantee, 1 year service warranty. Exchange possible. Our Address: Smart Choice, Shop No. 211, City Center, Beside Rajshahi College, Sonadighi Mor, Rajshahi. Call for details."
Samsung Galaxy A52 5G 128 GB Blue,25000,Used,"Chattogram, Chawkbazar",2 days ago,https://bikroy.com/chawkbazar/mobile-phones/samsung-galaxy-a52-5g-128-gb-blue-3jucFhvo2qh1ePYcFH1AvThP.html,5,2026-09-14T03:21:29.699468+00:00,individual,"No box... only device... There are minor scratches, check and take... possible only inctg... Rahattarpul, ctg... Bought it for 45k when I bought it new"
Samsung Galaxy S23 256 GB Purple,29500,Used,"Rajshahi, Shaheb Bazar",31/08,https://bikroy.com/shaheb-bazar/mobile-phones/samsung-galaxy-s23-256-gb-purple-z0vMn9k4kvnPJvXvVSF1GmO8.html,3,2026-09-14T03:21:31.094924+00:00,individual,"ফোন ফুল ফ্রেশ আছে আউটলুক ফ্রেশ আছে। সবমিলে অলমোস্ট ৯০% ফ্রেশ ফোন। Docomo veriant এর ফোন এইটা Storage: 256 জিবি। 

Note: প্রব্লেম জাস্ট ডিস্প্লে এক সাইডে গোল্ডেন কিছু দাগ আছে যেটা খালি চখে বা ডিস্প্লে ওন হলে বুঝা জাইনা। এইটা অনেকদিন থেকে আছে আর বড়বে না এটা গারেন্টি।  

👉 Exchange করা যাবে।"
Xiaomi Redmi Turbo 4 Pro 256 GB Black,42000,Used,"Dhaka, Khilkhet",2 days ago,https://bikroy.com/khilkhet/mobile-phones/xiaomi-redmi-turbo-4-pro-256-gb-black-s4iGV3uqK42iCbQFmRy9e05F.html,4,2026-09-14T03:21:33.167757+00:00,individual,"Comes with box, charger, and cash memo.
Hand-used phone.
Absolutely fresh, used for about four to five months. If anyone wants to buy, please contact."
Xiaomi 14 256 GB White,42000,Used,"Dhaka, Khilgaon",05/09,https://bikroy.com/khilgaon/mobile-phones/xiaomi-14-256-gb-white-bOKtFPO2RHctR6s5tlzDG2S.html,3,2026-09-14T03:21:33.733504+00:00,individual,ফুল বক্স চার্জার সাথে পাবেন
New Xiaomi Civi 1S 128 GB Gray,22000,Brand New,"Dhaka, Badda",02/09,https://bikroy.com/badda/mobile-phones/new-xiaomi-civi-1s-128-gb-gray-iDU21MohzKjtO12SPEkYkzwR.html,3,2026-09-14T03:21:34.230871+00:00,individual,সম্পূর্ণ নতুন মোবাইল মাত্র ২২ হাজার টাকায় । শাওমি মোবাইল।
Xiaomi 13 256 GB Black,30000,Used,"Dhaka, Uttara",29/08,https://bikroy.com/uttara/mobile-phones/xiaomi-13-256-gb-black-p2RI9CT9BwttTP5vOTI0tJLa.html,5,2026-09-14T03:21:34.644173+00:00,individual,"Xiaomi 13 (8/128GB) বিক্রি হবে

🔹 Model: Xiaomi 13 🔹 RAM/ROM: 8GB / 128GB 🔹 Performance: একদম স্মুথ ও ফাস্ট 🔹 Camera: Excellent flagship camera 🔹 Display: সুন্দর ও smooth 🔹 Condition: Used 🔹 Problem: Back shell/back glass ফাটা আছে (ছবিতে দেখা যাবে)"
Xiaomi Mi 11 Ultra 256 GB Black,31500,Used,"Dhaka, Jatrabari",07/09,https://bikroy.com/jatrabari/mobile-phones/xiaomi-mi-11-ultra-256-gb-black-aKhhhzEEKguu0Jwt7puBML2f.html,3,2026-09-14T03:21:35.275117+00:00,individual,Just 1 months used. No repair issue. Not a single scratch. Dubai theke ana hoise. Just Mobile paben. R security er jonno ja ja bolben sob kisu provide Kora hobe.
New Samsung Galaxy S21+ 5G 128 GB Black,23000,Brand New,"Rajshahi, Kazla",06/09,https://bikroy.com/kazla/mobile-phones/new-samsung-galaxy-s21-5g-128-gb-black-oWZc0m590Zzjg9DRCPxEI7BA.html,5,2026-09-14T03:21:35.564324+00:00,individual,"Flagship phone
Location rajshahi university
Kono somossa nai"
