raw_title,price,condition_raw,location,posted_date,url,photo_count,scraped_at,seller_type,description
Apple iPhone 14 Pro Max 256 GB Black,58000,Used,"Chattogram, Halishahar",12/08,https://bikroy.com/halishahar/mobile-phones/apple-iphone-14-pro-max-256-gb-black-i8IDebqNZVY95FkKU35n0Rzh.html,5,2026-08-27T07:27:44.691612+00:00,individual,"Sell post 
IPHONE 14 PRO MAX 
256 gb 
BH- 86%
1 physical + 1 eSIM 
AH/A (Middle east variant)
Genuine Display and Battery (Original)
Device full poly body
Only Device
Issue- Only Face ID disabled (after update)"
Apple iPhone 16 Pro Max 256 GB White,118000,Used,"Rajshahi, Shaheb Bazar",2 hours ago,https://bikroy.com/shaheb-bazar/mobile-phones/apple-iphone-16-pro-max-256-gb-white-5orCn8S778nKcPxvxENJdhSA.html,3,2026-08-27T07:27:46.583071+00:00,individual,"iPhone 16 Pro Max, 256 GB, 96% battery health, super condition, 7 days replacement guarantee, 1 year service warranty. Exchange possible. Our Address: Smart Choice, Shop No. 211, City Center, Beside Rajshahi College, Sonadighi Mor, Rajshahi. Call for details."
Samsung Galaxy A36 128 GB White,26499,Used,"Chattogram, Agrabad",2 hours ago,https://bikroy.com/agrabad/mobile-phones/samsung-galaxy-a36-128-gb-white-yRvWib5Gm0QKo7W0nNeKn0Xy.html,3,2026-08-27T07:27:49.338079+00:00,individual,"Samsung A36
Super Flagship Device
RAM 8+128
Set fully fresh condition
100% genuine set not a single
security issue please
With cash memo"
Samsung Galaxy Note 20 Ultra 256 GB Gold,20000,Used,"Rajshahi, Bagmara",05/08,https://bikroy.com/bagmara/mobile-phones/samsung-galaxy-note-20-ultra-256-gb-gold-rwpzWZPmulASYUBuAai69mZQ.html,3,2026-08-27T07:27:50.548800+00:00,individual,"Please read the post carefully. The display was replaced, and later it fell from hand and a black spot appeared. Other than that, there are no problems, and it can be used just like this. 12 GB RAM, 256 GB ROM. You must come to the location. The box is available, and whatever security you want will be provided. There are no other issues, you can use it like this. If you change the display, the phone will be brand new. Please call, messaging will not be replied to. Show more"
Xiaomi Redmi Turbo 4 Pro 256 GB Black,37500,Used,"Dhaka, Savar",10/08,https://bikroy.com/savar/mobile-phones/xiaomi-redmi-turbo-4-pro-256-gb-black-z9ZB8omgDFvJq350uKFsnXIL.html,5,2026-08-27T07:27:52.293699+00:00,individual,Assalamu Alaikum. I want to sell my used Redmi Turbo 4 Pro phone. The phone has been used with great care and is in completely fresh condition. There are no issues with performance or the camera. You can check it as much as you want.
Xiaomi Redmi Turbo 4 Pro 256 GB Black,35500,Used,"Dhaka, Uttara",1 day ago,https://bikroy.com/uttara/mobile-phones/xiaomi-redmi-turbo-4-pro-256-gb-black-zx1lkQRRAfHuIOwg3ovsrNW6.html,3,2026-08-27T07:27:52.906568+00:00,individual,"Redmi Turbo 4 Pro, all okay, fully fresh."
Xiaomi Redmi Turbo 4 Pro 256 GB White,35999,Used,"Dhaka, Jatrabari",1 hour ago,https://bikroy.com/jatrabari/mobile-phones/xiaomi-redmi-turbo-4-pro-256-gb-white-xiBGWSV44JTE9YZvPMSSHgWh.html,3,2026-08-27T07:27:53.795812+00:00,individual,"Redmi turbo 4 pro.
Ram - 12 gb.
Rom - 256 gb.
Full box."
Xiaomi Redmi 15 128 GB Black,20990,Used,"Dhaka, Bashundhara City",20 hours ago,https://bikroy.com/bashundhara-city/mobile-phones/xiaomi-redmi-15-128-gb-black-dQDLbtMDpXh9JzMqGJhx5MJQ.html,5,2026-08-27T07:27:54.240549+00:00,individual,"Also, all documents will be provided from the showroom where I bought it.
New."
Xiaomi Redmi Note 14 4G 256 GB Black,19000,Used,"Dhaka, Savar",1 day ago,https://bikroy.com/savar/mobile-phones/xiaomi-redmi-note-14-4g-256-gb-black-saeC89KyVEAibUCJpyy1vxZF.html,3,2026-08-27T07:27:55.022806+00:00,individual,"Redmi Note 14 (8GB+8GB RAM | 256GB) for sale.
Phone is in brand new, fresh condition. No marks, scratches, or dents. Used with care by a single owner, and never opened or repaired.
Phone specifications:
Comes with Original Box and Original Charger.
Perfect for those looking for a like-new phone at a lower price. Please do not bother unnecessarily."
Xiaomi Redmi K50i 256 GB Blue,16000,Used,"Dhaka, Uttara",17/08,https://bikroy.com/uttara/mobile-phones/xiaomi-redmi-k50i-256-gb-blue-2Bnej59adwhZ8w6KmGDw4atG.html,5,2026-08-27T07:27:55.670854+00:00,individual,"The mobile has no problems, it is in fresh condition. I urgently need money, so I want to sell it."
Samsung Galaxy S23 Ultra 256 GB White,37600,Used,"Rajshahi, Shaheb Bazar",2 days ago,https://bikroy.com/shaheb-bazar/mobile-phones/samsung-galaxy-s23-ultra-256-gb-white-13KEfPF1nqFXGx3OZI2UhPe9.html,5,2026-08-27T07:27:56.381199+00:00,individual,"SAMSUNG Galaxy S23 Ultra
Flagship • 200MP Camera • Snapdragon 8 Gen 2 • S Pen
Price: ৳____ (37,600)
Details: Dual sim + e-sim
RAM/ROM: 12GB / 256GB
Display: 6.8"" Dynamic AMOLED 2X, 120Hz
Camera: 200MP + 10x Zoom
Battery: 5000mAh, 45W Fast Charging
Built-in S Pen
PTA Approved
Condition: 90% Fresh No major issue | Personally used
Inbox if interested!"
Samsung Galaxy A54 5G 128 GB Green,18000,Used,"Rajshahi, Kazla",11/08,https://bikroy.com/kazla/mobile-phones/samsung-galaxy-a54-5g-128-gb-green-BIRGegwcdjARLE3BJPBkq1Qu.html,3,2026-08-27T07:27:57.102040+00:00,individual,Samsung A54 for sale. Full fresh condition. Used almost 1 year. Phone's display ok. Protector is just broken. Asking price 18k. Bargaining option available. Contact 019XXXXXXXX
Samsung Galaxy Z Flip5 256 GB Pink,42000,Used,"Chattogram, Agrabad",1 hour ago,https://bikroy.com/agrabad/mobile-phones/samsung-galaxy-z-flip5-256-gb-pink-nP9fc4wIYiX0GwBGgNfn1nsg.html,3,2026-08-27T07:27:57.788207+00:00,individual,"Samsung Z Flip 5
Super Flagship device
RAM 8+256
With charger"
Samsung Galaxy A17 5G 128 GB Black,24000,Used,"Chattogram, Chandgaon",18/08,https://bikroy.com/chandgaon/mobile-phones/samsung-galaxy-a17-5g-128-gb-black-BMfkTC6EGefoGmopayItRCC.html,4,2026-08-27T07:27:58.173405+00:00,individual,"Samsung Galaxy A17 comes with a box and a free power bank. Used for only 1 month and 12 days. The phone is in like-new condition. No issues, no repairs, and no history of parts replacement. Everything works 100% perfectly. Contact me."
Samsung Galaxy S25 Ultra 256 GB Graphite,76500,Used,"Dhaka, Baridhara",22 hours ago,https://bikroy.com/baridhara/mobile-phones/samsung-galaxy-s25-ultra-256-gb-graphite-tPRPTPbW9xa8ohEeg4n0dMps.html,4,2026-08-27T07:27:58.810622+00:00,individual,"Samsung Galaxy S25 Ultra..12/256..Indian Global..

ফোনে কোনো সমস্যা নেই।একদম স্মুথ ফোন।
শুধুমাত্র ব্যাকশেল চেঞ্জ করা।তবে ইন্ডিয়ার অফিসিয়াল কাস্টমার কেয়ার সার্ভিস থেকে করা।সেভাবে বোঝা যায় না।

Location: Jamuna Future Park.
 Only device and cash memo.."
Samsung Galaxy S25 Ultra 256 GB Black,87000,Used,"Dhaka, Jatrabari",13/08,https://bikroy.com/jatrabari/mobile-phones/samsung-galaxy-s25-ultra-256-gb-black-wQmllSW7JC2QIgbyrICQMklO.html,5,2026-08-27T07:27:59.112301+00:00,individual,"Full fresh conditions, purchased in February. Warranty claim has not been made yet."
Samsung Galaxy S24 Ultra 256 GB Yellow,77000,Used,"Dhaka, Cantonment",04/08,https://bikroy.com/cantonment/mobile-phones/samsung-galaxy-s24-ultra-256-gb-yellow-dzwEk6j7Y1UmXcK3GJ5SlYCp.html,4,2026-08-27T07:27:59.618152+00:00,individual,"This phone I bought from south Korea 1 year back. The condition of the phone is very good. I am using it as a very light user. I never played games. Battery back up as like as new. Now I want to shift to Vivo X300. That's why I want to sell it. No issues, anyone can use it more 2-3 years without worrying. 
Exchange is only possible with Vivo X300."
