raw_title,price,condition_raw,location,posted_date,url,photo_count,scraped_at,seller_type,description
Samsung Galaxy S21 5G 256 GB Black,25000,Used,"Chattogram, Hathazari",19/08,https://bikroy.com/hathazari/mobile-phones/samsung-galaxy-s21-5g-256-gb-black-1fGNyeFGas0EEyo5sQim6jTF.html,3,2026-09-06T05:56:04.426447+00:00,individual,"The mobile has its original charger, but since it was brought from abroad, there is no box. The mobile has been used with great care."
Samsung Galaxy S22 Ultra 256 GB Black,35000,Used,"Chattogram, Kotwali, Chattogram",29/08,https://bikroy.com/kotwali/mobile-phones/samsung-galaxy-s22-ultra-256-gb-black-BxygghxCWWavye0Vqu1NwpQ2.html,4,2026-09-06T05:56:05.026212+00:00,individual,Full fresh 12/256 Vietnam variant
Samsung Galaxy S25 Ultra 256 GB Gray,98000,Used,"Dhaka, Baridhara",3 hours ago,https://bikroy.com/baridhara/mobile-phones/samsung-galaxy-s25-ultra-256-gb-gray-xCq1E1hxvSsg988vNNWArBCq.html,5,2026-09-06T05:56:05.488943+00:00,individual,Get this Samsung S25 Ultra 12/256 GB in full fresh condition. Comes with the full box.
Samsung Galaxy S25 Ultra 256 GB Gray,115000,Used,"Dhaka, Kafrul",17/08,https://bikroy.com/kafrul/mobile-phones/samsung-galaxy-s25-ultra-256-gb-gray-u5UbPSUpoBwbetBTylh8UaPy.html,3,2026-09-06T05:56:05.786027+00:00,individual,"Fully ok phone in new condition, used for 8 months... fully fresh mobile... Everything from the box to the charger is available... you can check and take it..."
Samsung Galaxy S25 Ultra 256 GB,87999,Used,"Dhaka, Baridhara",18/08,https://bikroy.com/baridhara/mobile-phones/samsung-galaxy-s25-ultra-256-gb-hNrObzMxECVwIYSKpoy6axmZ.html,5,2026-09-06T05:56:06.314488+00:00,individual,"Very good phone, I am selling it because I need money. I bought it new and used it for 4 months."
Samsung Galaxy S22 Ultra 256 GB Rose Gold,50000,Refurbished,"Dhaka, Keraniganj",29/08,https://bikroy.com/keraniganj/mobile-phones/samsung-galaxy-s22-ultra-256-gb-rose-gold-dZ6hWHw5BSNQR7KMJ3E8pN7.html,3,2026-09-06T05:56:06.616361+00:00,individual,Samsung Galaxy S22 Ultra 5G (Original Korean Variant) for Sale জরুরী টাকার প্রয়োজনে আমার ব্যবহৃত Samsung Galaxy S22 Ultra (12GB RAM / 256GB ROM) ফোনটি বিক্রি করা হবে। ফোনটি সম্পূর্ণ ফ্রেশ এবং অফিশিয়াল কোরিয়ান ভ্যারিয়েন্ট (Model: SM-S908N)। দুবাই থেকে ০৯/০৮/২০২৬ তারিখে আনা হয়েছে ।মোবাইল 017XXXXXXXX
Samsung Galaxy S21 Ultra 5G 256 GB Black,22599,Used,"Dhaka, Savar",29/08,https://bikroy.com/savar/mobile-phones/samsung-galaxy-s21-ultra-5g-256-gb-black-Ivz8A2HPPF8lkn4kw8nbLAt.html,4,2026-09-06T05:56:07.189158+00:00,individual,SamSung Galaxy S21 Ultra 5G ফোন টা সবকিছু ওকে আছে শুধু ডিস্প্লেতে গ্রিন লাইন আর হাল্কা ফাটা আছে তাছাড়া বাকি সবকিছু ওকে
Samsung Z 16 GB Silver,56000,Used,"Dhaka, Hazaribagh",29/08,https://bikroy.com/hazaribagh/mobile-phones/samsung-z-16-gb-silver-yB9zdSWQIngwfAn2rb4SZDv9.html,5,2026-09-06T05:56:07.891566+00:00,individual,Full fresh only device 12/512gb authentic
Apple iPhone 14 Pro Max 128 GB Purple,59000,Used,"Rajshahi, Nawdapara",30/08,https://bikroy.com/nawdapara/mobile-phones/apple-iphone-14-pro-max-128-gb-purple-84zpHG9PTVYhlxMpTrfEa5JB.html,4,2026-09-06T05:56:08.287196+00:00,individual,"Face id 
Display change ( True tone )
Box + cash memo available 
Bh 76% (charge onk valo thake original Battery)
Price akdom fixed"
Apple iPhone 14 Pro Max 256 GB Purple,78500,Used,Rajshahi,01/09,https://bikroy.com/rajshahi/mobile-phones/apple-iphone-14-pro-max-256-gb-purple-pIWYbP0PC04AqPi9SEG7fnnH.html,3,2026-09-06T05:56:08.934909+00:00,individual,সিঙ্গাপুর ভেরিয়েন্ট ফোনে কোন ধরনের কোন সমস্যা নাই যত ইচ্ছা দেখে নিবেন নিজের পার্সোনাল কিছু ব্যক্তিগত কারণে ফোনটা আমাকে সেল করা লাগছে তাছাড়া কোন কারণ নেই ফোন বিক্রি করার । ব্যক্তিগত কিছু কারণে টাকা দরকার তাই ফোনটা সেল করব । লোকেশনে এসে ইচ্ছামত ফোন দেখে নিয়ে যাবেন প্রয়োজনে ওয়াটারপ্রুফ চেক করে নেবেন । ফোন দেখতে আসলে অবশ্যই ফোন পছন্দ হবে।
Apple iPhone 12 64 GB Blue,31000,Used,"Rajshahi, Rajpara",24/08,https://bikroy.com/rajpara/mobile-phones/apple-iphone-12-64-gb-blue-xr6eXaAJkOftGQEMTyE7LPXA.html,4,2026-09-06T05:56:09.461106+00:00,individual,"Iphone 12
Battery 88%
Check waterproof before taking"
Apple iPhone 13 128 GB Black,35000,Used,Rajshahi,01/09,https://bikroy.com/rajshahi/mobile-phones/apple-iphone-13-128-gb-black-r2G9uzxuKq0DKbsgR4TrdOGQ.html,5,2026-09-06T05:56:09.994983+00:00,individual,"iPhone 13  128gb 
True ton 
Face ID ok
Sate cash memo ace
Only display change bh:77
Phone full fresh 
Nunber 019XXXXXXXX"
Apple iPhone 11 Pro 64 GB Silver,29000,Used,"Rajshahi, Durgapur",29/08,https://bikroy.com/durgapur-1/mobile-phones/apple-iphone-11-pro-64-gb-silver-8rKiZh7fxOfgn1fbrMkYCQgg.html,3,2026-09-06T05:56:10.530222+00:00,individual,"Model: iPhone 11 Pro
Storage: 64GB
Color: Brilliant / Silver
Battery Health: 82%
Condition: Full Fresh
Display: Original
Camera: Fully OK
Face ID: Fully OK
All Functions: 100% Working

Phone দেখতে খুবই fresh এবং কোনো major issue নেই। ছবিতে যেমন দেখছেন, বাস্তবেও একই রকম condition।


Serious buyers only."
Apple iPhone 16 Pro Max 256 GB,119000,Used,"Chattogram, Chawkbazar",12/08,https://bikroy.com/chawkbazar/mobile-phones/apple-iphone-16-pro-max-256-gb-i5EYbeEyykvpA993Z3osi57c.html,5,2026-09-06T05:56:11.036236+00:00,individual,"iPhone 16 Pro Max – Desert Titanium (Used, Like New)

 Storage: 256 GB
 Battery Health: 97%
 Condition: Full Fresh / No Issues
 Variant: Japan 
 With Box 
 Face ID, True Tone, Camera – Everything is 100% working.

 Asking Price:   (Slightly negotiable)

If interested, inbox or call directly 019XXXXXXXX"
Apple iPhone 15 Pro Max 256 GB Gray,75000,Used,"Chattogram, Chawkbazar",29/08,https://bikroy.com/chawkbazar/mobile-phones/apple-iphone-15-pro-max-256-gb-gray-5mbNVKxoQ1t4cJthLfoCwxvT.html,4,2026-09-06T05:56:11.743417+00:00,individual,"IPhone 15pro max 256 natural titanium With box and catalogue stickers
The phone is my personal use and I bought it from DUBAI UAE.
Not scratch but phones screen change. I replaced it good once from Dubai cost around BDT 16k
If anyone are interested please contact on 018XXXXXXXX"
Apple iPhone 13 Pro 256 GB Gold,52000,Used,"Chattogram, Baizid",30/08,https://bikroy.com/baizid/mobile-phones/apple-iphone-13-pro-256-gb-gold-eTglSrjdPywk3MyKv3a6DKLy.html,5,2026-09-06T05:56:12.370282+00:00,individual,"📱 iPhone 13 Pro Gold | 256GB | USA 🇺🇸

✨ BH 89% | 99% Fresh
✨ No Dent/Scratch
✨ Water Resistance
✨ Excellent Battery Backup, MashaAllah ❤️
✨ Single Physical SIM + eSIM
✨ প্রায় ২ মাস ব্যবহার
✨ Unique Point থেকে নেওয়া + Cash Memo
✨ Security দেওয়া যাবে

💰 Asking: 52,000৳
📍 Aturar Dipu, Nur Tower 018XXXXXXXX"
Apple iPhone 11 128 GB Black,25000,Used,"Chattogram, Anderkilla",20 hours ago,https://bikroy.com/anderkilla/mobile-phones/apple-iphone-11-128-gb-black-1AzWHMrjz5RGUCT4UUPPbMxv.html,3,2026-09-06T05:56:12.977525+00:00,individual,"Iphone 11 black colour CH/A
128gb cashmemo + set 
battery health 80 Orginal 
full fresh all ok joto iccha check kore nite parben 
set er sathe 2 ta sylecon cover deya hobe 
loacation andurkillah/chawkbazar
nite chaile inbox koren 
real buyer inbox only"
Apple iPhone 13 Pro 256 GB Blue,51000,Used,"Chattogram, Chandgaon",12/08,https://bikroy.com/chandgaon/mobile-phones/apple-iphone-13-pro-256-gb-blue-q3Oib5jab3cYZzWZfaRxh6XE.html,5,2026-09-06T05:56:13.693285+00:00,individual,"Storage 256gb
Battery 92%
Set + cash memo"
Apple iPhone 17 Pro Max 256 GB Orange,138000,Used,"Dhaka, Baridhara",3 hours ago,https://bikroy.com/baridhara/mobile-phones/apple-iphone-17-pro-max-256-gb-orange-iRSBTOgelbKq5KaC3wSOUozq.html,3,2026-09-06T05:56:14.443696+00:00,individual,"iPhone 17 Pro Max, available at Jamuna Future Park."
Apple iPhone 16 Pro Max 256 GB Black,110000,Used,"Dhaka, Uttara",1 day ago,https://bikroy.com/uttara/mobile-phones/apple-iphone-16-pro-max-256-gb-black-jLdlS7dgtMReFCElYtM7U5L3.html,4,2026-09-06T05:56:15.040934+00:00,individual,"iPhone 16 Pro Max | Pre-Owned
256GB Storage
USA Variant
Box Available
Battery Health: 91%
7 Days Replacement & 1 Year Service Warranty
EMI Facility Available
Exchange Hub
Shop No: 610, 611, 628 & 629, Level-6, Tropical Alauddin Tower, Sector 3, Road 2, Rajlaxmi, Uttara
Call for Details 017XXXXXXXX"
Apple iPhone 17 Pro 256 GB Orange,130000,Used,"Dhaka, Uttara",21 hours ago,https://bikroy.com/uttara/mobile-phones/apple-iphone-17-pro-256-gb-orange-8P0i5IV54pBElcifYXcFI6sR.html,3,2026-09-06T05:56:15.435934+00:00,individual,"iPhone 17 Pro 
 Storage: 256GB
 Color: Cosmic Orange 
 Battery Health: 99%
 Variant: Global
 SIM: Physical SIM + eSIM
 Excellent Condition
 A19 Pro Chip
 6.3"" Super Retina XDR OLED | ProMotion 120Hz
 Exchange Hub
 Shop No: 610, 611, 628 & 629, Level-6
Tropical Alauddin Tower, Sector 3, Road 2
Rajlaxmi, Uttara, Dhaka"
Apple iPhone 14 Plus 256 GB Blue,55000,Used,"Dhaka, Dhamrai",17/08,https://bikroy.com/dhamrai/mobile-phones/apple-iphone-14-plus-256-gb-blue-rf48c3tJ8BeRMDYFEetkD34p.html,5,2026-09-06T05:56:16.056052+00:00,individual,"iPhone 14 Plus Blue
Mint condition
256 GB
ZP/A
Single SIM
Battery Health-76 original
No issues
Nothing changed, box and everything available"
Apple iPhone 16 128 GB Blue,82500,Used,"Dhaka, Mirpur",28/08,https://bikroy.com/mirpur/mobile-phones/apple-iphone-16-128-gb-blue-wcztadToW6YyLDZjVLJTMQLh.html,5,2026-09-06T05:56:16.805355+00:00,individual,"Used: 1 Year
Battery Health: 96%
Charging Cycle: 253 (as of 28.08.2026)
Box & Original Memo: Available
Condition
Entire phone was poly-covered from day one
Single-handedly used by a female user
No gaming history
No scratches or dents
Very carefully and lightly 
Note: Charger/adapter will not be provided."
Apple iPhone 15 Pro Max 256 GB Blue,83000,Used,"Dhaka, Mohammadpur",17/08,https://bikroy.com/mohammadpur/mobile-phones/apple-iphone-15-pro-max-256-gb-blue-nAmJIglHOC4MhE5D1A9vjlKY.html,3,2026-09-06T05:56:17.396989+00:00,individual,"iPhone 15 Pro Max 256 GB at a very low price
Just the backshell changed because of an accident
Battery health - 90% fully authentic
Phone fully fresh not a single scratch on the device
Japan variant
Camera is very beautiful
Everything is authentic"
Apple iPhone 12 128 GB White,29500,Used,"Dhaka, Uttara",01/09,https://bikroy.com/uttara/mobile-phones/apple-iphone-12-128-gb-white-5QQ75FumogCEb4tNb5jcHhVf.html,4,2026-09-06T05:56:18.159611+00:00,individual,iPhone 12 All okay just silent button has a little problem that is fixed all okay silent button has been newly installed no problem
Apple iPhone 12 Pro Max 256 GB Gold,47000,Used,"Dhaka, Keraniganj",29/08,https://bikroy.com/keraniganj/mobile-phones/apple-iphone-12-pro-max-256-gb-gold-pgJ3tQXntTHkVPtA52K8t8vq.html,5,2026-09-06T05:56:18.570137+00:00,individual,"iPhone 12 Pro Max with cash memo

Storage 256gb

Golden color

Face ID True Tone okay

Battery health 100%

Everything original

Only battery change for ifix

3500 tk lagse battery backup onk bhalo

Adapter ankar

cable

any kind of security provide korbo

Price 47000

Location - keraniganj Kadamtoli"
New Apple iPhone X 256 GB Black,20500,Brand New,"Dhaka, Jatrabari",01/09,https://bikroy.com/jatrabari/mobile-phones/new-apple-iphone-x-256-gb-black-Ckj0OKGrV0hiwcLtzDIAGKV3.html,4,2026-09-06T05:56:19.220718+00:00,individual,"All okay no issue
Imported from Dubai
Storage 256 GB
Face id ✅
Display✅
True tone✅
Front Camera✅
Back Camera ✅
Battery ✅
Only real buyer inbox"
Xiaomi 17 Ultra 1 TB Black,170000,Used,"Dhaka, Uttara",23 hours ago,https://bikroy.com/uttara/mobile-phones/xiaomi-17-ultra-1-tb-black-GWEcoKQbmxnLCLLhjBK1X2x.html,3,2026-09-06T05:56:19.794762+00:00,individual,"✨ Xiaomi 17 Ultra | Pre-Owned ✨

🔥 16GB RAM | 1TB ROM 🔥
🔋 Battery Health: 100%
🔄 Cycle Count: 26
📦 Box Available
🔌 Charger Included
🖥️ Premium High-Resolution Display
🔋 Long-Lasting Battery
💾 Massive 1TB Storage

🏪 Exchange Hub
📍 Shop No: 610, 611, 628 & 629, Level-6, Tropical Alauddin Tower, Sector 3, Road 2, Rajlaxmi, Uttara"
Xiaomi Redmi Turbo 4 Pro 256 GB Black,35500,Used,"Dhaka, Uttara",25/08,https://bikroy.com/uttara/mobile-phones/xiaomi-redmi-turbo-4-pro-256-gb-black-zx1lkQRRAfHuIOwg3ovsrNW6.html,3,2026-09-06T05:56:20.497272+00:00,individual,"Redmi Turbo 4 Pro, all okay, fully fresh."
New Xiaomi 17 Pro Max 512 GB Purple,89999,Brand New,"Dhaka, Dhanmondi",1 day ago,https://bikroy.com/dhanmondi/mobile-phones/new-xiaomi-17-pro-max-512-gb-purple-C7hrv4akWQiogyvkDWl8gT61.html,5,2026-09-06T05:56:20.826983+00:00,individual,"ফোনটা ফুল ফ্রেশ ফুল বডি পলি করেন ফোনে কোন দাগ বা ডেন্ট নাই 
battery health 100 
charging cycle 89"
New Xiaomi Redmi Note 15 256 GB,25999,Brand New,"Dhaka, Banglamotor",3 hours ago,https://bikroy.com/banglamotor/mobile-phones/new-xiaomi-redmi-note-15-256-gb-hmloTb7j0CwxlM4HWWq1Mt5f.html,4,2026-09-06T05:56:21.574133+00:00,individual,"Redmi note 15 8/256 full box
Nirob telecom
Shop-592"
Xiaomi Redmi 15C 256 GB Black,17499,Used,"Dhaka, Gulshan",2 hours ago,https://bikroy.com/gulshan/mobile-phones/xiaomi-redmi-15c-256-gb-black-boRxcdHqY3sSt0cjhyq74Uyg.html,4,2026-09-06T05:56:22.072000+00:00,individual,"Redmi 15 official full box 
Ram 8Gb Rom 256Gb 
Official warrenty ace 
Kono problem nai 
Processor dimensity 7050
Battery 5000 mah 
10 days replesment guaranty ace 
1 year service warranty ace 
Location Gulshan 2 land view shopping center shop number 24 ist floor 
Phone exchange kora hoy 
Friday market close 
Emi korta parben credit card dia"
Xiaomi Redmi 15C 4G 256 GB Black,18500,Used,"Dhaka, Dhanmondi",3 hours ago,https://bikroy.com/dhanmondi/mobile-phones/xiaomi-redmi-15c-4g-256-gb-black-r8apdRbv3WGz8W6pKPmpRKEr.html,3,2026-09-06T05:56:22.772715+00:00,individual,"""Welcome to ""Al Aqsa Mobile"" 
 Reach us___________________ 
 *Al Aqsa Mobile*
 Shop No-449 ,Lift -3, Orchard Point, Dhanmondi 7, Dhaka-1209
 Model : 15c
 RAM : 8 
 ROM : 256
 Price Fixed"
Samsung Galaxy S24 Ultra 256 GB Gold,72000,Used,"Rajshahi, Kadirgonj",3 hours ago,https://bikroy.com/kadirgonj/mobile-phones/samsung-galaxy-s24-ultra-256-gb-gold-8KEL3eEgbxifCQjsARsF0JDD.html,5,2026-09-06T05:56:24.408639+00:00,individual,"Assalamu Alaikum Warahmatullahi Wabarakatuh
Fresh condition
Box: Only Device
Cash Memo: Available
Replacement Guarantee: Get up to 7 days (conditions apply)
Location: Rajshahi Kadirganj Chalpotti, beside Large Farmer, behind Swapnochura Plaza Nagar Bhaban.
Shop No: 123 - Ground floor beside lift
Shop Name: Rajshahi Mobile Bari 019XXXXXXXX"
Samsung Galaxy S25 Ultra 256 GB,95000,Used,"Rajshahi, Laksimipur",14/08,https://bikroy.com/laksimipur/mobile-phones/samsung-galaxy-s25-ultra-256-gb-dqj8aXAe1StaVzkijUvtsnwG.html,3,2026-09-06T05:56:24.652000+00:00,individual,"Asking. Completely fresh, inspect and check as much as you want."
Samsung Galaxy S23 Ultra 512 GB Green,54000,Used,"Rajshahi, Boalia",21/08,https://bikroy.com/boalia/mobile-phones/samsung-galaxy-s23-ultra-512-gb-green-427UEP95CDG5o2j1QYkQOdDF.html,4,2026-09-06T05:56:24.891460+00:00,individual,"Get a completely fresh phone in immaculate condition! All features work seamlessly. Comes with an official box, and camera condition photos are provided. There is a slight scratch on the back, but no functional issues at all. The phone is laminated, simply peel off the lamination to reveal a pristine, fresh device."
Samsung Galaxy S21 FE 5G 128 GB Gray,18000,Used,"Rajshahi, Shaheb Bazar",16/08,https://bikroy.com/shaheb-bazar/mobile-phones/samsung-galaxy-s21-fe-5g-128-gb-gray-U8R84gN8sECS5n7Z6giiGkn.html,5,2026-09-06T05:56:25.462529+00:00,individual,"Selling urgently due to needing money.
1. Display replaced due to green line issue. Market original display installed, fingerprint works with very good quality.
2. Everything else is original.
3. Phone has 1% problem. No scratches.
4. Price is slightly negotiable upon discussion.
5. Don't waste time quoting ridiculous prices. Contact quickly if you want to buy."
Samsung Galaxy A34 5G 128 GB Green,19000,Used,"Rajshahi, Kazla",26/08,https://bikroy.com/kazla/mobile-phones/samsung-galaxy-a34-5g-128-gb-green-4WECbbC6zf8NVIwvKo6Y4xKE.html,3,2026-09-06T05:56:26.068549+00:00,individual,ফোনে কোনো ধরনের দাগ বা সমস্যা নাই আমার নিজের ব্যাবহার করা চাপাই থেকে নেওয়া হয়েছে সাথে কিছু নেই এনআইডি কার্ড দেওয়া জাবে দাম কিছু টা কমানো জাবে
Samsung Galaxy S23 256 GB Pink,23500,Used,"Rajshahi, Uposahar",01/09,https://bikroy.com/uposahar/mobile-phones/samsung-galaxy-s23-256-gb-pink-BYx0RZlpeMiBBwMtq0l2bbFe.html,5,2026-09-06T05:56:26.786034+00:00,individual,"Samsung s23 flagship device full offer 23.5k
Just display change
6.5k diye display lagano High quality IPS
Camera agun 

8k video kora jai
Snapdragon 8 gen 2 
8/256GB
Location: Rajshahi"
Samsung Galaxy S24 Ultra 256 GB Silver,83000,Used,"Chattogram, Agrabad",09/05,https://bikroy.com/agrabad/mobile-phones/samsung-galaxy-s24-ultra-256-gb-silver-kh0pyyOSp9vMh32h4kTV7h0k.html,3,2026-09-06T05:56:27.292456+00:00,individual,"• Full fresh - not a single scratch
• Full box available (IMEI & Serial. matched)
• 12GB RAM / 256GB Storage
• Official phone
• First owner (personal use)
• Price fixed
• With original 45W adapter + cable
Serious buyers only inbox me."
Samsung Galaxy S24 Ultra (Used),90000,Used,"Chattogram, Khulshi",23/04,https://bikroy.com/khulshi/mobile-phones/samsung-galaxy-s24-ultra-used-7CO4BEAXvKuCTvUK7J1NNbx6.html,3,2026-09-06T05:56:27.815461+00:00,individual,"100% fresh.
Full boxed. Not a single spot. Original cable.
With premium phone case."
Samsung Galaxy S24 Ultra 256 GB Black,85000,Used,"Chattogram, Agrabad",19/07,https://bikroy.com/agrabad/mobile-phones/samsung-galaxy-s24-ultra-256-gb-black-6tG5zsRVYCqTAF5F626HmuwZ.html,5,2026-09-06T05:56:28.301891+00:00,individual,Phone like new. No repair history. Box nai but any kind of security dewa Jabe. Everything works perfectly.Location must.
Samsung Galaxy S23 256 GB,24500,Used,"Chattogram, Jamalkhan",01/09,https://bikroy.com/jamalkhan/mobile-phones/samsung-galaxy-s23-256-gb-6pIeRUKTcuhCKfP9Nd9OCnMo.html,4,2026-09-06T05:56:28.953683+00:00,individual,"Phone কখনো খোলা হয়নি / কোনো fitting বা repair করা হয়নি
 Box নেই
 যা যা দেওয়া হ
 Adapter+Charging Cable
 Display Issue
Display-এর green-line issue আগেই পরিষ্কারভাবে উল্লেখ করা হচ্ছে। কোনো কিছু লুকানো হচ্ছে না। Buyer চাইলে সামনাসামনি এসে ফোনের সবকিছু check/test করে নিতে পারবেন।
 Asking Price: ৳23,500
 Reasonable offer হলে আলোচনা করা যাবে।"
Samsung Galaxy S22 Ultra 256 GB Blue,35000,Used,"Chattogram, Bakoliya",2 hours ago,https://bikroy.com/bakoliya/mobile-phones/samsung-galaxy-s22-ultra-256-gb-blue-B5xZnQ9RNRq3Ay9JDASsWT35.html,5,2026-09-06T05:56:29.723398+00:00,individual,"Samsung S22 Ultra 
Ram :12 
Rom : 256
*ফোন খোলা ফিটিংস হয় নাই, সব অরজিনিনাল।
*একদম ফ্রেশ ফোন,, লেডিস ইউস। 
*ফোনের সাথে বক্স,চার্জার দিবো।
ফোন সবকিছু ঠিক আছে শুধু গ্রীনলাইন ইস্যু ২ টা। আর কোন সমস্যা নাই।"
Samsung Z 16 GB Blue,45000,Used,"Chattogram, Khulshi",31/08,https://bikroy.com/khulshi/mobile-phones/samsung-z-16-gb-blue-mttM7VbSHdRMrG4lwpmor7A5.html,3,2026-09-06T05:56:30.158719+00:00,individual,"SAMSUNG Z FLIP4 
8/128
PRICE NEGOTIABLE"
Samsung Galaxy S24 Ultra 512 GB Gray,84000,Used,"Dhaka, Baridhara",2 hours ago,https://bikroy.com/baridhara/mobile-phones/samsung-galaxy-s24-ultra-512-gb-gray-r3lRnYjZxeBvwiOgwBFaTDLi.html,4,2026-09-06T05:56:30.801934+00:00,individual,Samsung s24 Ultra Jamuna future park
New Samsung Galaxy S26 Ultra 5G 256 GB Blue,114000,Brand New,"Dhaka, Baridhara",3 hours ago,https://bikroy.com/baridhara/mobile-phones/new-samsung-galaxy-s26-ultra-5g-256-gb-blue-3VEoEC9L6Yec7QgaH5n0wJYp.html,3,2026-09-06T05:56:31.551439+00:00,individual,"Samsung S26 ultra
new
limited stock"
