raw_title,price,condition_raw,location,posted_date,url,photo_count,scraped_at,seller_type,description
Apple iPhone 16 Pro 256 GB Gold,100000,Used,"Chattogram, Chandgaon",27/08,https://bikroy.com/chandgaon/mobile-phones/apple-iphone-16-pro-256-gb-gold-tutAnbEKeP00WFh0NuHjgWo3.html,5,2026-09-15T06:39:34.974480+00:00,individual,Experience completely fresh condition! Comes with box and browser.
Apple iPhone XS Max 256 GB Gold,20500,Used,"Chattogram, Lalkhan Bazar",01/09,https://bikroy.com/lalkhan-bazar/mobile-phones/apple-iphone-xs-max-256-gb-gold-wDiYR4Rswu7WARW8DcGWj3Q9.html,3,2026-09-15T06:39:44.847793+00:00,individual,"All ok 
Display change original 
Battery change original 
iOS:18.9.7"
Apple iPhone 15 Pro Max 256 GB Black,84500,Used,"Chattogram, Chandgaon",19/08,https://bikroy.com/chandgaon/mobile-phones/apple-iphone-15-pro-max-256-gb-black-jPAAdAZ96iNhBNyU7R2L76uM.html,4,2026-09-15T06:39:46.042081+00:00,individual,"IPhone 15 Pro Max for Sale
Condition: Like New / Gently Used
Color: Black Titanium 
Storage: 256GB
 Battery Health: 86%
 Only phone.
 Origin : LLA (USA) 
 Dual eSIM
 No scratches
 No issues – fully functional
 Used with care
 Price: 84,500/-
Location: Chandgaon 
Call for more"
Apple iPhone 13 Pro Max 256 GB,48990,Used,"Rajshahi, Kazla",21/08,https://bikroy.com/kazla/mobile-phones/apple-iphone-13-pro-max-256-gb-3A46Mnf9MKUfdOKPODLjggzN.html,5,2026-09-15T06:39:47.545235+00:00,individual,"Battery Health 76%. Full box with original charger included... I have used this phone for the past 2 years... No heavy tasks were performed on the phone... The phone condition is just like new with not a single scratch on the body... 13 Pro Max is known to have display issues, which happened to mine as well, but I got the best display installed from Apple Gadgets Care Dhaka."
Samsung Galaxy A73 5G 128 GB Gray,25000,Used,"Chattogram, Halishahar",2 days ago,https://bikroy.com/halishahar/mobile-phones/samsung-galaxy-a73-5g-128-gb-gray-iLcH9OvMaqzu0icrPiQiUOZZ.html,5,2026-09-15T06:39:49.824497+00:00,individual,"Display finger print 100% ok
Super amoled display. Network-5g
RAM 8GB. 128GB. . Android version -16 ... Front camera -32
Back camera =108+12+5+5
Those who want to make Facebook videos can get it. Best camera, charge will last at least 1 day.
Dual speaker. Sound quality is very good."
Samsung Galaxy A36 256 GB Purple,30000,Used,"Rajshahi, Laksimipur",27/08,https://bikroy.com/laksimipur/mobile-phones/samsung-galaxy-a36-256-gb-purple-8It1fs9QAbmXnEnEEcf19PzG.html,3,2026-09-15T06:39:51.230167+00:00,individual,Olpo kichu din use kora hoyeche.. Fully fresh phone.. Phone ar sathe back cover r phone a privacy protector o piche poli lagano hoyeche..
Xiaomi 17 256 GB White,70000,Used,"Dhaka, Jatrabari",11 hours ago,https://bikroy.com/jatrabari/mobile-phones/xiaomi-17-256-gb-white-hyRYJvvh7xSi4ly2p3dEr6tz.html,4,2026-09-15T06:39:53.413255+00:00,individual,"Please read the text carefully first. This is a global ROM phone, not any Chinese ROM phone, so do not compare it with Chinese ROM phones. The phone was purchased from India for 1,09,000 BDT 3-4 months ago. There is only a single dot on the display, which is barely noticeable.
Box and charger are available."
Xiaomi Redmi K80 Ultra 256 GB White,35000,Used,"Dhaka, Malibag",25/08,https://bikroy.com/malibag/mobile-phones/xiaomi-redmi-k80-ultra-256-gb-white-hGrj0pDtAXwJuGhaP2qIdUqW.html,3,2026-09-15T06:39:54.107381+00:00,individual,"Redmi k 80 ultra
Ram 12gb
Rom 256gb
Battary 7410mh
Full fresh"
Xiaomi 13 Ultra 256 GB Green,45000,Used,"Dhaka, Mohammadpur",01/09,https://bikroy.com/mohammadpur/mobile-phones/xiaomi-13-ultra-256-gb-green-ieKf314ZpqgPQrdkSl8oI3i8.html,5,2026-09-15T06:39:54.724733+00:00,individual,"📱🔥 Xiaomi 13 Ultra (6/128GB) used 
no box
📸 অসাধারণ Leica Camera Experience
China varriant 
💾 RAM/ROM: 6/128GB
মূল্য: ৪৫,০০০ টাকা
🏷️ New Price: ৯৪,০০০ টাকা

✅ Only Device
✅ Back Cover
✅ Premium Super Strong Glass
📍 লোকেশন: সাভার সেনা শপিং কমপ্লেক্স
SMS Gadget
🚨 মাত্র ১ পিস Available!
⚠️ আসার আগে অবশ্যই কল করে Booking করে আসতে হবে।"
Xiaomi 256 GB White,27999,Used,"Dhaka, Mirpur DOHS",25 min ago,https://bikroy.com/mirpur-dohs/mobile-phones/xiaomi-256-gb-white-pmqYDFGSo4MfXnTRCM9vJVVF.html,4,2026-09-15T06:39:55.242395+00:00,individual,"AR Gallery BD 
Shop-76, Lift-4, Shah Ali Plaza, Mirpur-10,Dhaka-1216,
Xiaomi Redmi K60 Ultra - Only Phone + Cash Memo.
★Ram:- 16GB ★Rom:-256GB 
★Back Camera:-50+8+2MP 
★Front Camera:- 20MP
★Battery:-5000mAh
★ Charging: 120W wired,
■ 5 দিনর রিপ্লেসমেন্ট গ্যারান্টি । 
■ 1 বছরের সার্ভিস ওয়ারেন্টি ( Without parts)"
