raw_title,price,condition_raw,location,posted_date,url,photo_count,scraped_at,seller_type,description
Apple iPhone 15 256 GB Blue,85000,Used,"Chattogram, CDA Avenue",05/08,https://bikroy.com/cda-avenue/mobile-phones/apple-iphone-15-256-gb-blue-rAHU16adujb9l0l1TTvzmyCr.html,3,2026-08-31T11:15:29.624304+00:00,individual,"The phone was used only for taking pictures, otherwise it stays in the room at home. I use Android so this is not used, it is only used when taking pictures or occasionally checking Facebook. Thank you"
Apple iPhone 14 Pro Max 128 GB Purple,59000,Used,"Rajshahi, Nawdapara",23 hours ago,https://bikroy.com/nawdapara/mobile-phones/apple-iphone-14-pro-max-128-gb-purple-84zpHG9PTVYhlxMpTrfEa5JB.html,4,2026-08-31T11:15:31.381590+00:00,individual,"Face id 
Display change ( True tone )
Box + cash memo available 
Bh 76% (charge onk valo thake original Battery)
Price akdom fixed"
Samsung Galaxy S22 Ultra 256 GB Purple,24000,Used,"Chattogram, Kotwali, Chattogram",1 day ago,https://bikroy.com/kotwali/mobile-phones/samsung-galaxy-s22-ultra-256-gb-purple-roMNkVvP9dV2B3SVwjqtUnnq.html,4,2026-08-31T11:15:33.798886+00:00,individual,"Samsung s22 ultra,3ti green line aser karone cell korci,onno kono rokom problem nai,kono dag nai,cover dea use kora hoise,kub balo obostai ace,box ,cash memo agulo to asei"
Samsung Galaxy S21 5G 256 GB Black,23500,Used,"Rajshahi, Tanore",28/08,https://bikroy.com/tanore/mobile-phones/samsung-galaxy-s21-5g-256-gb-black-rOXKVh3oboyrgldtJDpdVssv.html,5,2026-08-31T11:15:35.079523+00:00,individual,"অন্য মডেল ফোন কিনবো তাই সেল দিবো Full fresh codition শুধু একটু ক্রেশ আছে  Ram+Storage  8/256 GB/5G 
 ফোন নিতে হলে লোকেশন আসতে হবে 
দাম কিছু কম রাখা জাবে"
Xiaomi Redmi Turbo 4 Pro 256 GB Black,36999,Used,"Dhaka, Jatrabari",2 hours ago,https://bikroy.com/jatrabari/mobile-phones/xiaomi-redmi-turbo-4-pro-256-gb-black-cZaKq9Po0MVuABepnkPt6cXv.html,3,2026-08-31T11:15:36.709736+00:00,individual,"Redmi turbo 4 pro.
Ram - 12 gb.
Rom - 256 gb.
Bh - 99%.
Full box."
Xiaomi 17 256 GB White,72000,Used,"Dhaka, Rampura",18/08,https://bikroy.com/rampura/mobile-phones/xiaomi-17-256-gb-white-hsTiZEnVf7aDcRhowyUMI1yA.html,5,2026-08-31T11:15:37.354720+00:00,individual,"Original Authentic Phone, Chinese Version.
Bootloader has not been unlocked and no Custom Rom has been installed.
Activation date 4 February, 2026.
Battery health 98%
Full Fresh, no marks, breaks, or scratches.
Box, charger, cash memo everything is included.
Those whose budget is 50k-60,65k or who want to Exchange, please do not message or call unnecessarily."
Xiaomi 17 Ultra 512 GB Black,140000,Used,"Dhaka, Mohammadpur",5 hours ago,https://bikroy.com/mohammadpur/mobile-phones/xiaomi-17-ultra-512-gb-black-xD2WsnJJFVjyjwhkf6m5SGJd.html,3,2026-08-31T11:15:37.880610+00:00,individual,"Name:Xiaomi 17 Ultra by Leica (Global Rom kora)
 Color: black 
 Storage:16-512GB
  Used like new
 WithFull box
Price:-Call for best price 
Used Mobile: 3Days replacement & 6months service warrenty or New mobile: 7days replacement & 1year service warrenty included  
Contact number 018XXXXXXXX"
Xiaomi Mi 11 256 GB Blue,20000,Used,"Dhaka, Savar",2 hours ago,https://bikroy.com/savar/mobile-phones/xiaomi-mi-11-256-gb-blue-laAzyEqblmpHaeIUTFIObqDF.html,4,2026-08-31T11:15:38.468583+00:00,individual,"আসসালামু আলাইকুম 
 ফোনের মধ্যে কোন প্রবলেম নেই এক বছর হয়েছে ইউস করছি টাকার প্রয়োজন তাই ফোনটা বিক্রি করব। ফোনে ১২ জিবি রেম এবং 256 রোম ফোনে ৩০x জুম ক্যামেরা, ফোনটা পুরো নতুনের মত কোনরকম কোন দাগ নেই, চার্জ মোটামুটি আলহামদুলিল্লাহ ভালো থাকে, ইনশাল্লাহ আপনি ফোনের ঠকবেন না"
Xiaomi Mi 11 Ultra 256 GB White,28000,Used,"Dhaka, Mirpur",2 days ago,https://bikroy.com/mirpur/mobile-phones/xiaomi-mi-11-ultra-256-gb-white-b7eLN165U4now4umY7LJJntI.html,4,2026-08-31T11:15:39.186994+00:00,individual,"Assalamu Alaikum. I bought the phone 3 months ago. Everything is fine. There is a green line mark on the display. Other than this, there are no other problems with the phone. There is an opportunity to negotiate the price. Thank you"
Xiaomi Redmi 15C 4G 256 GB Black,18500,Used,"Dhaka, Dhanmondi",8 hours ago,https://bikroy.com/dhanmondi/mobile-phones/xiaomi-redmi-15c-4g-256-gb-black-r8apdRbv3WGz8W6pKPmpRKEr.html,3,2026-08-31T11:15:39.898038+00:00,individual,"""Welcome to ""Al Aqsa Mobile"" 
 Reach us___________________ 
 *Al Aqsa Mobile*
 Shop No-449 ,Lift -3, Orchard Point, Dhanmondi 7, Dhaka-1209
 Model : 15c
 RAM : 8 
 ROM : 256
 Price Fixed"
