raw_title,price,condition_raw,location,posted_date,url,photo_count,scraped_at,seller_type,description
Apple iPhone 16 128 GB White,67500,Used,Rajshahi,18 hours ago,https://bikroy.com/rajshahi/mobile-phones/apple-iphone-16-128-gb-white-tTqHb9PWCUsIHZDdnJolST0.html,3,2026-08-28T00:25:58.297387+00:00,individual,"iPhone 16
128 GB, 100% Battery Health
Physical SIM
Super condition
7 days replacement guarantee
1 year service warranty
#exchange possible
Our Address:
Smart Choice, Shop No. 211,
City Center, Beside Rajshahi College, Sonadighi Mor, Rajshahi
Call for any details:"
Apple iPhone 13 Pro Max 256 GB White,35000,Used,"Rajshahi, Boalia",1 day ago,https://bikroy.com/boalia/mobile-phones/apple-iphone-13-pro-max-256-gb-white-paEoHyurulpOhrM6OhBgckaV.html,5,2026-08-28T00:25:59.011008+00:00,individual,"iPhone 13 pro max
USA variant
Genuine 
256gb
68%bh
Only display broken
True tone ok
Face id ok
Contact 017XXXXXXXX"
Apple iPhone 11 128 GB Purple,28000,Used,"Rajshahi, Shaheb Bazar",18 hours ago,https://bikroy.com/shaheb-bazar/mobile-phones/apple-iphone-11-128-gb-purple-v5LqCD6lqgnInI19TJCJFWNE.html,3,2026-08-28T00:25:59.628735+00:00,individual,"iPhone 11
128 GB, 88% Battery Health
Super condition
7 days replacement guarantee
1 year service warranty
#exchange possible
Our Address:
Smart Choice, Shop No. 211,
City Center, Beside Rajshahi College, Sonadighi Mor, Rajshahi
Call for any details:"
Apple iPhone 13 Pro 128 GB White,53000,Used,"Rajshahi, Shaheb Bazar",18 hours ago,https://bikroy.com/shaheb-bazar/mobile-phones/apple-iphone-13-pro-128-gb-white-6wGvvIJEvgb9NqTBCIEbblP7.html,3,2026-08-28T00:26:00.172369+00:00,individual,"iPhone 13 Pro

128 GB, 90% Battery Health

USA Version

Experience Super Condition 🔥🔥

Enjoy 7 days replacement guarantee ✅ 
Enjoy 1 year service warranty ✅ 

#exchange possible ✅

Our Address :
Smart Choice, Shop No. 211, 
City Center, Beside Rajshahi College, Sonadigir Mor, Rajshahi"
Apple iPhone 15 256 GB Blue,85000,Used,"Chattogram, CDA Avenue",05/08,https://bikroy.com/cda-avenue/mobile-phones/apple-iphone-15-256-gb-blue-rAHU16adujb9l0l1TTvzmyCr.html,3,2026-08-28T00:26:00.848930+00:00,individual,"The phone was used only for taking pictures, otherwise it stays in the room at home. I use Android so this is not used, it is only used when taking pictures or occasionally checking Facebook. Thank you"
Apple iPhone 15 Pro Max 512 GB Black,93000,Used,"Chattogram, Chandgaon",09/08,https://bikroy.com/chandgaon/mobile-phones/apple-iphone-15-pro-max-512-gb-black-6giW1bXXY349PHNWnctiBbDV.html,5,2026-08-28T00:26:01.155885+00:00,individual,"15 pro max 512 gb unit for sell at low price only 90000 
battery health 86
location bohaddarhat
full box and full fresh"
Apple iPhone 11 Pro Max 256 GB Gold,36000,Used,"Chattogram, Bakoliya",19/08,https://bikroy.com/bakoliya/mobile-phones/apple-iphone-11-pro-max-256-gb-gold-CqYT24FjQp7dkZGskpB0Hsja.html,4,2026-08-28T00:26:01.872058+00:00,individual,"Only set security and cover and cash memo er pic ace all ok kono problem nai 
BH 87 original 
LL/A variant
All original still"
Apple iPhone 13 Pro Max 256 GB Blue,45000,Used,"Chattogram, Patiya",17/08,https://bikroy.com/patiya/mobile-phones/apple-iphone-13-pro-max-256-gb-blue-fMav2Z9A4duKEEJEQfc27yY1.html,4,2026-08-28T00:26:02.282469+00:00,individual,"Display and battery changed.
Original display and battery are with me
Original battery health 77%
True tone and face id all okay
Good quality display has been installed
Cash memo will be given with the mobile"
Apple iPhone 12 Pro 256 GB Blue,32000,Used,"Chattogram, Halishahar",22/08,https://bikroy.com/halishahar/mobile-phones/apple-iphone-12-pro-256-gb-blue-crk6bzZJcCtUcnfSyp4pCrWf.html,3,2026-08-28T00:26:02.897120+00:00,individual,"Problem: Back shell is cracked,
Battery Health 78% Original.
Water damaged 6-7 days ago, ear speaker is damaged, have to talk on speaker.
To fix all these, it will cost 6-7k. I don't have money, so I am selling it. Otherwise, it can be sold for 38k after fixing it.
Only mobile and cash memo will be given.
Everything else is okay, you can check before buying."
Apple iPhone 17 Pro 256 GB Blue,134990,Used,"Dhaka, Baridhara",9 hours ago,https://bikroy.com/baridhara/mobile-phones/apple-iphone-17-pro-256-gb-blue-s4XiYJlcH3z6NZzY6CGk1CjK.html,5,2026-08-28T00:26:03.418842+00:00,individual,"iPhone 17 Pro 256GB, Australia variant, Physical + eSIM. Device only. 100% battery health, 107 charge cycles. Like new condition. Price: Inbox."
Apple iPhone 17 Pro Max 256 GB Orange,145000,Used,"Dhaka, Jatrabari",2 days ago,https://bikroy.com/jatrabari/mobile-phones/apple-iphone-17-pro-max-256-gb-orange-kkr1ikChJHuonXQkhAGYAYUZ.html,4,2026-08-28T00:26:04.118497+00:00,individual,"203 cycle count . 99 battery health. Box charger sob dia dibo. Japan variant , e sim 2ta . 18 nibo tai sell korbo"
Apple iPhone 17 Pro 256 GB Blue,136999,Used,"Dhaka, Bashundhara City",18 hours ago,https://bikroy.com/bashundhara-city/mobile-phones/apple-iphone-17-pro-256-gb-blue-uojP8vlNMfnYEvtJVxAWEBiZ.html,5,2026-08-28T00:26:04.638280+00:00,individual,"Apple iPhone 17 Pro 256GB Blue Titanium
Physical SIM + eSIM
Battery Health 96%
Charging Cycle 200
Full Boxed
HK/Singapore Variant
Visit Our Shop
Basement-2, Shop No: 94
Basundhara City Shopping Complex
Panthapath Dhaka 1215
You can easily find our shop on the left side after getting off the escalator."
Apple iPhone Air 256 GB Black,99000,Used,"Dhaka, Mogbazar",10/08,https://bikroy.com/mogbazar/mobile-phones/apple-iphone-air-256-gb-black-5PIXpNb60ZYTuG3wc4jqMIOj.html,4,2026-08-28T00:26:05.160133+00:00,individual,"You will rarely find one without a single scratch, very carefully used, 100% BH and all. All screenshots are provided, box and cable are included. Delivery possible if fuel cost is paid :)"
Apple iPhone 14 Plus 256 GB Blue,55000,Used,"Dhaka, Dhamrai",17/08,https://bikroy.com/dhamrai/mobile-phones/apple-iphone-14-plus-256-gb-blue-rf48c3tJ8BeRMDYFEetkD34p.html,5,2026-08-28T00:26:05.872691+00:00,individual,"iPhone 14 Plus Blue
Mint condition
256 GB
ZP/A
Single SIM
Battery Health-76 original
No issues
Nothing changed, box and everything available"
Apple iPhone 14 Pro 128 GB Purple,63000,Used,"Dhaka, Mirpur",04/08,https://bikroy.com/mirpur/mobile-phones/apple-iphone-14-pro-128-gb-purple-2Cs9LZRmY8L22AwCxKE2ys9B.html,5,2026-08-28T00:26:06.513430+00:00,individual,"Everything is original, no problems with the phone at all, fully fresh, the phone has never been opened, there is just a light scratch on the screen, normally that scratch cannot be seen nor is it felt...
With the phone, an original encore charger, cash memo, and whatever is needed for security will be provided...
Note - You must come to the location...
battery health - 79%"
Apple iPhone 14 128 GB Black,35999,Used,"Dhaka, Savar",21/08,https://bikroy.com/savar/mobile-phones/apple-iphone-14-128-gb-black-fYJeT1EgchI1o5kI3ZzcYKU1.html,5,2026-08-28T00:26:06.909347+00:00,individual,"No box only device and security
NID passport stamp whatever you want, my personal user phone, gifted from abroad, used by single hand, fixed price
Face ID, True tone ok
Battery health 85%, very good backup
Camera is fire, looks very pretty
There is 1 issue as shown in the picture: green line and little crack on the back, if you find even a dot of other problem I will give it for free
Location: Hemayetpur, Savar"
Apple iPhone XS Max 256 GB Black,27500,Used,"Dhaka, Uttara",15 min ago,https://bikroy.com/uttara/mobile-phones/apple-iphone-xs-max-256-gb-black-1HIRVnVYoAlGaR0rYYXVkbzw.html,3,2026-08-28T00:26:08.067033+00:00,individual,"Western Mobile Fair
Shop No. 614/622/623/625 (Level #6) Tropical Alauddin Tower, Uttara
Dear Honourable Customer,
100% original device
Full factory unlocked
EMI available on credit cards from 31 banks. Thanks for being with us."
Xiaomi 17 Pro Max 512 GB,103000,Used,"Dhaka, Mohammadpur",31 min ago,https://bikroy.com/mohammadpur/mobile-phones/xiaomi-17-pro-max-512-gb-5EIwbqtURcGvP7FcL1wB1A0G.html,2,2026-08-28T00:26:09.357998+00:00,individual,"Name: Xiaomi 17 Pro and Max & 17 Ultra by Leica (Chinese and Global Rom)
Color: Black, Silver, Green
Storage: 16-512GB
Used like new
With full box
Price: Call for best price
We accept Visa, American Express, Master & JCB Card
Used Mobile: 3 days replacement & 6 months service warranty
EMI Available
(WhatsApp number)
SK Mobile Gator
Shop 670"
New Apple iPhone 12 128 GB Blue,22000,Brand New,"Dhaka, Keraniganj",30/07,https://bikroy.com/keraniganj/mobile-phones/new-apple-iphone-12-128-gb-blue-gN3tuhfSwbuMkZLt52q9oKg.html,3,2026-08-28T00:26:09.376720+00:00,individual,Iphone 12 all ok just face id issue display change nicely fitted display looking at the bezel you can understand 128gb battery backup easily get one day you will understand while checking.
Xiaomi 17 256 GB White,72000,Used,"Dhaka, Rampura",18/08,https://bikroy.com/rampura/mobile-phones/xiaomi-17-256-gb-white-hsTiZEnVf7aDcRhowyUMI1yA.html,5,2026-08-28T00:26:09.866530+00:00,individual,"Original Authentic Phone, Chinese Version.
Bootloader has not been unlocked and no Custom Rom has been installed.
Activation date 4 February, 2026.
Battery health 98%
Full Fresh, no marks, breaks, or scratches.
Box, charger, cash memo everything is included.
Those whose budget is 50k-60,65k or who want to Exchange, please do not message or call unnecessarily."
Xiaomi Redmi Turbo 4 Pro 256 GB Black,36999,Used,"Dhaka, Jatrabari",18 min ago,https://bikroy.com/jatrabari/mobile-phones/xiaomi-redmi-turbo-4-pro-256-gb-black-cZaKq9Po0MVuABepnkPt6cXv.html,3,2026-08-28T00:26:10.570104+00:00,individual,"Redmi turbo 4 pro.
Ram - 12 gb.
Rom - 256 gb.
Bh - 99%.
Full box."
Xiaomi Redmi 15C 4G 256 GB Black,18500,Used,"Dhaka, Dhanmondi",10 hours ago,https://bikroy.com/dhanmondi/mobile-phones/xiaomi-redmi-15c-4g-256-gb-black-r8apdRbv3WGz8W6pKPmpRKEr.html,3,2026-08-28T00:26:11.396432+00:00,individual,"""Welcome to ""Al Aqsa Mobile"" 
 Reach us___________________ 
 *Al Aqsa Mobile*
 Shop No-449 ,Lift -3, Orchard Point, Dhanmondi 7, Dhaka-1209
 Model : 15c
 RAM : 8 
 ROM : 256
 Price Fixed"
Xiaomi Poco F6 256 GB Gold,30500,Used,"Dhaka, Rampura",4 hours ago,https://bikroy.com/rampura/mobile-phones/xiaomi-poco-f6-256-gb-gold-mSF9lVBxdScENOxStTvDgWzh.html,5,2026-08-28T00:26:11.906904+00:00,individual,"Poco f6 12/256bg
 Indian global Full box  no issue 

ডিসপ্লে বডিতে কোন ধরনের ডেন বা দাগ  নাই 
ফোনের কন্ডিশন সরাসরি এসে যত ইচ্ছে চেক করে নিতে পারবেন 
প্রাইস ৩০৫০০ টাকা সামান্য কিছু কমানো যেতে পারে 

আগ্রহী কেতারা  সরাসরি ইনবক্স অথবা কল করুন ধন্যবাদ"
Xiaomi 13 128 GB Black,18000,Used,"Dhaka, Jatrabari",24/08,https://bikroy.com/jatrabari/mobile-phones/xiaomi-13-128-gb-black-aRuJK4mXitG636ZeKkcGsDgg.html,4,2026-08-28T00:26:12.326353+00:00,individual,Redmi Note 13. Fully fresh phone. Original charger and mobile box are available.
Samsung Galaxy S24 Ultra 256 GB Gray,85000,Used,"Rajshahi, Vodra",19/05,https://bikroy.com/vodra/mobile-phones/samsung-galaxy-s24-ultra-256-gb-gray-5BytGUEAzPpCwGQeEw4Ciunj.html,5,2026-08-28T00:26:12.587789+00:00,individual,"Samsung S24 Sell Post
Selling a phone used for 6 months.
Everything on the phone is perfect, no issues.
Camera, Display, Battery, Performance are all okay.
No hidden issues.
Used with great care."
Samsung Galaxy S25 12/256 (Used),57000,Used,Rajshahi,19 hours ago,https://bikroy.com/rajshahi/mobile-phones/samsung-galaxy-s25-12-256-used-jPd75CcbEqEAYsMLV3VbBT0e.html,4,2026-08-28T00:26:13.057717+00:00,individual,"Samsung S25 

12 GB RAM, 256 GB ROM 

Super condition 🔥🔥

Enjoy 7 days replacement guarantee ✅ 
Enjoy 1 year service warranty ✅ 

#exchange possible ✅

Our Address :
Smart Choice, Shop No. 211, 
City center, Beside of Rajshahi College, Sonadigir mor, Rajshahi

Call for any details:"
Samsung Galaxy Z Fold 6 16/512 (Used),71999,Used,Rajshahi,18 hours ago,https://bikroy.com/rajshahi/mobile-phones/samsung-galaxy-z-fold-6-16-512-used-qfwnJOKTIlvZ3BwCZK82GaIa.html,5,2026-08-28T00:26:13.745487+00:00,individual,"Samsung galaxy fold 6

16/ 512

Good condition 🔥🔥

7days replacement guarantee ✅ 
1year service waranty ✅ 

#exchange possible ✅

Our Address :
Smart Choice , Shop No. 211, 
City center , Beside of Rajshahi College , Sonadigir mor Rajshahi

Call for any details:"
Samsung Galaxy A35 256 GB Blue,21999,Used,"Rajshahi, Paba",19 hours ago,https://bikroy.com/paba/mobile-phones/samsung-galaxy-a35-256-gb-blue-2CMblLSpQv6dJM5wgxnKbw86.html,5,2026-08-28T00:26:14.162247+00:00,individual,"Samsung model-A35-Rom-8-Ram-256 Our phones are 100% full fresh, please be assured. All our phones come with a seven-day replacement guarantee and a one-year service warranty. For your security, a shop cash memo is provided with every phone. We have all kinds of Android mobile phones available. Nokhata Bazar, beside Akbar Mosque, Poba, Rajshahi"
Samsung Galaxy Z Flip 5 256 GB Pink,40000,Used,"Rajshahi, Boalia",21/08,https://bikroy.com/boalia/mobile-phones/samsung-galaxy-z-flip-5-256-gb-pink-zBseJuQwRwgSn6G5Z9bJi0Zu.html,5,2026-08-28T00:26:14.821551+00:00,individual,Completely fresh condition
Samsung Galaxy S20 FE 5G 128 GB Graphite,18000,Used,"Rajshahi, Kazla",23 hours ago,https://bikroy.com/kazla/mobile-phones/samsung-galaxy-s20-fe-5g-128-gb-graphite-3wHMBSICF93jegaFBGjMYNoY.html,3,2026-08-28T00:26:15.595715+00:00,individual,ফোন পুরো নতুন আছে।কোনো ডেন্ট বা দাগ নাই।টাকার প্রয়োজন তাই বিক্রি করছি।
Samsung Galaxy S24 Ultra 256 GB Silver,86000,Used,"Chattogram, Double Mooring",25/06,https://bikroy.com/double-mooring/mobile-phones/samsung-galaxy-s24-ultra-256-gb-silver-8PXh2Gu03AJT1bB0ruDMJrMv.html,5,2026-08-28T00:26:16.411755+00:00,individual,Comes with the original charging cable (unused) and 4 premium covers.
Samsung Galaxy S24 Ultra (Used),90000,Used,"Chattogram, Khulshi",23/04,https://bikroy.com/khulshi/mobile-phones/samsung-galaxy-s24-ultra-used-7CO4BEAXvKuCTvUK7J1NNbx6.html,3,2026-08-28T00:26:16.980283+00:00,individual,"100% fresh.
Full boxed. Not a single spot. Original cable.
With premium phone case."
Samsung Galaxy S24 Ultra 256 GB Black,85000,Used,"Chattogram, Agrabad",19/07,https://bikroy.com/agrabad/mobile-phones/samsung-galaxy-s24-ultra-256-gb-black-6tG5zsRVYCqTAF5F626HmuwZ.html,5,2026-08-28T00:26:17.735062+00:00,individual,Phone like new. No repair history. Box nai but any kind of security dewa Jabe. Everything works perfectly.Location must.
Samsung Galaxy S24 Ultra 256 GB Black,75000,Refurbished,"Chattogram, Bakoliya",24/08,https://bikroy.com/bakoliya/mobile-phones/samsung-galaxy-s24-ultra-256-gb-black-tWDt26wP018jCFj46AujnmbD.html,5,2026-08-28T00:26:18.358607+00:00,individual,"Samsung Galaxy S24 Ultra (12/256GB), Titanium Black. UAE/Middle East Variant. Very fresh condition, barely used, no scratches/dents or repair history. Original side stickers & box available. Camera, Display, S-Pen, etc. All working properly. Good battery backup.
 Price: 80,000 Taka (Negotiable)
 Bakalia, Chattogram"
Samsung Galaxy S23 256 GB Pink,25000,Used,"Chattogram, Chandgaon",2 days ago,https://bikroy.com/chandgaon/mobile-phones/samsung-galaxy-s23-256-gb-pink-hU0uCNY52AUb9DjiWF2azd61.html,5,2026-08-28T00:26:18.930071+00:00,individual,"Only 2month used full fresh, but green line issues"
Samsung Galaxy S22 Ultra 256 GB Blue,35000,Used,"Chattogram, New Market, Chattogram",22/08,https://bikroy.com/new-market/mobile-phones/samsung-galaxy-s22-ultra-256-gb-blue-eYFzL80OhxGmjqO9eoXJT0wY.html,3,2026-08-28T00:26:19.594950+00:00,individual,"Samsung S22 Ultra 
When turning on the mobile, a white line appears on the display and then disappears. There are no other problems besides this. Only the box will be provided with the mobile. 
12/256 storage. Location: Sadarghat Chittagong. Inbox for more details."
Samsung Galaxy S25 Ultra 256 GB,87500,Used,"Dhaka, Dhanmondi",19 hours ago,https://bikroy.com/dhanmondi/mobile-phones/samsung-galaxy-s25-ultra-256-gb-5afAgN2283EelIyyyx6yiDgD.html,5,2026-08-28T00:26:20.004432+00:00,business,"We provide a 15-day replacement guarantee excluding display issues and a lifetime service warranty excluding parts. Our shop location: Dhanmondi-7, Orchard Point Market, Dhaka, Floor-3, Shop: Taher Technology, No-425, Mob 019XXXXXXXX"
New Samsung Galaxy S25 Ultra 512 GB Gray,92000,Brand New,"Dhaka, Badda",1 day ago,https://bikroy.com/badda/mobile-phones/new-samsung-galaxy-s25-ultra-512-gb-gray-BohZdMHISuI2RRD02cL4sv4Q.html,5,2026-08-28T00:26:20.656933+00:00,individual,This device is an Indian variant. Brought directly from India. You can come and check it thoroughly as much as you like and however you want. Thank you.
Samsung Galaxy S25 Ultra 256 GB Gray,98000,Used,"Dhaka, Baridhara",9 hours ago,https://bikroy.com/baridhara/mobile-phones/samsung-galaxy-s25-ultra-256-gb-gray-xCq1E1hxvSsg988vNNWArBCq.html,5,2026-08-28T00:26:21.329740+00:00,individual,Get this Samsung S25 Ultra 12/256 GB in full fresh condition. Comes with the full box.
Samsung Galaxy S23 Ultra 256 GB Black,55500,Used,"Dhaka, Khilgaon",18 hours ago,https://bikroy.com/khilgaon/mobile-phones/samsung-galaxy-s23-ultra-256-gb-black-xqblLqNHclNI9mGGyj0m3xBk.html,3,2026-08-28T00:26:22.045989+00:00,individual,"Samsung S23 ultra 12/256 
Boxed 
color:Black
Stored:12/256
All Ok just call us for Details"
