raw_title,price,condition_raw,location,posted_date,url,photo_count,scraped_at,seller_type,description
Apple iPhone 16 128 GB Black,72000,Used,"Chattogram, Kotwali, Chattogram",18/08,https://bikroy.com/kotwali/mobile-phones/apple-iphone-16-128-gb-black-oADDvKztqTP1fRKZDsGjJEJz.html,5,2026-09-08T12:03:31.521397+00:00,individual,"Iphone -16
HN/A variant
BH-89
Storage-128gb
Box and cashmemo available
Contact Number:
Location: Firingibazar Avoymitraghat Road"
Apple iPhone 14 Plus 256 GB Blue,70000,Used,"Rajshahi, Shaheb Bazar",2 days ago,https://bikroy.com/shaheb-bazar/mobile-phones/apple-iphone-14-plus-256-gb-blue-oViUzd8ix51YG8Xi8fWYzpg6.html,3,2026-09-08T12:03:33.177723+00:00,individual,Onek valo phone.original
Samsung Galaxy A56 256 GB Green,35500,Used,"Chattogram, Muradpur",6 hours ago,https://bikroy.com/muradpur/mobile-phones/samsung-galaxy-a56-256-gb-green-IO3H8Zlmn3Mr2TAtBrcmSSB.html,3,2026-09-08T12:03:35.418435+00:00,individual,"Samsung Galaxy A56 5G
 8GB RAM / 256GB Storage
 Full Box
 6.7"" FHD+ Super AMOLED Display
 120Hz Refresh Rate
 Exynos 1580 Processor
 50MP OIS Main Camera
 Benefits:
 15-day replacement guarantee
 Shop No: 319, 3rd Floor
 CPDL RB Midtown Market, Muradpur, Chittagong (Next to Makkah Hotel)"
New Samsung Galaxy A26 256 GB Black,20000,Brand New,"Rajshahi, Shaheb Bazar",10/08,https://bikroy.com/shaheb-bazar/mobile-phones/new-samsung-galaxy-a26-256-gb-black-9PYtxOMsoaMdsgGvqIZf8720.html,3,2026-09-08T12:03:36.482232+00:00,individual,Samsung A 26 5g 8/256: New Indian phone 013XXXXXXXX
New Xiaomi Civi 5 Pro 256 GB White,65000,Brand New,"Dhaka, Jamuna Future Park",3 hours ago,https://bikroy.com/jamuna-future-park/mobile-phones/new-xiaomi-civi-5-pro-256-gb-white-lgg9I3LoJ0qnCgLHurpr0Rof.html,4,2026-09-08T12:03:38.418376+00:00,individual,"Xiaomi Civi 5 pro– Best condition 
• 128 GB Storage• 
• Color: Nebula Purple
• China Variant
• Battery Health: 100%
• Absolutely fresh, no issues at all 
• Face ID, Camera, True Tone all 100% OK
• Box/Charger: Included 
• Location: Jamuna Future Park, Level 4, 4B-007D"
New Xiaomi Redmi Turbo 4 Pro 256 GB,42999,Brand New,"Dhaka, Bashundhara City",9 hours ago,https://bikroy.com/bashundhara-city/mobile-phones/new-xiaomi-redmi-turbo-4-pro-256-gb-yrYnpfgXFaD1Cy5IjYDTJYuK.html,3,2026-09-08T12:03:39.267615+00:00,individual,"10 days replacement guarantee
 2 years service warranty
 Safe courier service across the country
 Attractive exchange offer
 Basement-1, Shop-84, Bashundhara City Shopping Mall
 Price is negotiable. Please contact via WhatsApp before coming."
New Xiaomi 17T 256 GB,67000,Brand New,"Dhaka, Jamuna Future Park",5 hours ago,https://bikroy.com/jamuna-future-park/mobile-phones/new-xiaomi-17t-256-gb-fMbn7o9peT9ED4GfNgDXY0V7.html,5,2026-09-08T12:03:39.460950+00:00,individual,"Xiaomi 17T
BD official 
Cycle count : 8
12GB 256GB
Full Fresh condition 
Price: 67000 Tk
 Paramount Gadget
Jamuna Future Park Shopping Mall
Level 4, Shop No: 006C
Near Lift 7 (নোকিয়া গলি)
 
."
Xiaomi Civi 2 256 GB Pink,21000,Used,"Dhaka, Mirpur",11/08,https://bikroy.com/mirpur/mobile-phones/xiaomi-civi-2-256-gb-pink-l74yPjfpRKmq7jT0BBHzi0B6.html,5,2026-09-08T12:03:40.303052+00:00,individual,"The phone has no problems and is completely fresh
You will get only the phone, location: Mirpur 1, behind Shah Ali Police Station, Nababer Bag"
Xiaomi Civi 1S 256 GB Black,19990,Used,"Dhaka, Mirpur",3 hours ago,https://bikroy.com/mirpur/mobile-phones/xiaomi-civi-1s-256-gb-black-WiCpQiMZjXx5j3FjPt7tbZn.html,5,2026-09-08T12:03:41.268997+00:00,individual,"ঠিকানা :- > নাহার ইলেকট্রনিক্স < 
দোকান নং: ৩০, ৩য় তলা, বাগদাদ শপিং কমপ্লেক্স,মিরপুর- ১,ঢাকা- ১২১৬
★With:- Original Full Box & Charger + Data Cable
সাথে পাবেন:- মোবাইল, চার্জার, ডাটা কেবল, বক্স।
★Model:- Xiaomi Civi 1s
★Ram:- 8GB
★Rom:- 256GB
★Back Camera:- 64+8+2MP
★Front Camera:- 32MP
★Battery:- 4500Mah"
New Xiaomi Redmi 15C 4G 256 GB,16990,Brand New,"Dhaka, Shyamoli",3 hours ago,https://bikroy.com/shyamoli/mobile-phones/new-xiaomi-redmi-15c-4g-256-gb-xjwywOTL7TzNEOLZp3GOsRYl.html,2,2026-09-08T12:03:42.566972+00:00,individual,"Redmi 15c
6+128 GB=16990/= Fixed Price
8+256 GB=19990/= Fixed Price
Our Address
Mobile Plaza
Shyamoli Tower Complex Market
2nd Floor, Shop No 13, 14
Shyamoli, Mohammadpur, Dhaka
Online Link
You can view and order
Download from Play Store
Mobile Plaza
Our Website
Facebook Page
Facebook/Mobil Plaza"
Samsung Galaxy S23 128 GB White,28000,Used,"Rajshahi, Kadirgonj",9 hours ago,https://bikroy.com/kadirgonj/mobile-phones/samsung-galaxy-s23-128-gb-white-uXxYFbcMQJRp2OtgOjw4Bz20.html,5,2026-09-08T12:03:42.862490+00:00,individual,"আসসালামু আলাইকুম ওয়া রহমাতুল্লহি ওবারকাতুহ 
ফ্রেশ কন্ডিশন
 বক্স: Only Device
 ক্যাশ মেমো: আছে
 রিপ্লেসমেন্ট গ্যারান্টি: ৭ দিন পর্যন্ত পাবেন ( শর্তসাপেক্ষে ) 
লোকেশন: রাজশাহী কাদিরগঞ্জ চালপট্টি, লার্জ ফার্মার পাশে , স্বপ্নচূড়া প্লাজা নগর ভবনের পিছে। 
 শপ নং: ১২৩ - নিচ তলা লিফটের পাশে 
 শপ নাম: Rajshahi Mobile Bari 019XXXXXXXX"
Samsung Galaxy A36 256 GB Purple,30000,Used,"Rajshahi, Laksimipur",27/08,https://bikroy.com/laksimipur/mobile-phones/samsung-galaxy-a36-256-gb-purple-8It1fs9QAbmXnEnEEcf19PzG.html,3,2026-09-08T12:03:43.366812+00:00,individual,Olpo kichu din use kora hoyeche.. Fully fresh phone.. Phone ar sathe back cover r phone a privacy protector o piche poli lagano hoyeche..
Samsung Galaxy S23 Ultra 256 GB Green,45000,Used,"Chattogram, Alankar",2 days ago,https://bikroy.com/alankar/mobile-phones/samsung-galaxy-s23-ultra-256-gb-green-zY548IGmvUimJc4Ax88x8Yx.html,5,2026-09-08T12:03:45.525551+00:00,individual,"Samsung Galaxy S23 Ultra
 RAM: 12GB
 Storage: 256GB
 Display: Changed to Top-Quality OLED Display 
 Fingerprint: Working 
 Box: Full Box
 Condition: Good
 Asking Price: 45,000৳
 Location: Halishahar, Bisso Road, Chattogram
 Interested হলে inbox করুন।
Serious buyers only."
New Samsung Galaxy S21 5G 128 GB Black,70000,Brand New,"Chattogram, Nasirabad",05/09,https://bikroy.com/nasirabad/mobile-phones/new-samsung-galaxy-s21-5g-128-gb-black-5Qt5ue2Pt56HOlEqR5jpmJwj.html,5,2026-09-08T12:03:46.515900+00:00,individual,New use hoi ni.box shoho ase. Deke check kore nite parbn.just colour deker jonno kula hoica
Samsung Galaxy S25 Ultra 256 GB Black,90000,Used,"Dhaka, Gulshan",26/08,https://bikroy.com/gulshan/mobile-phones/samsung-galaxy-s25-ultra-256-gb-black-jFwyOBWGrkiV0aPQrBGHxaJ2.html,3,2026-09-08T12:03:46.601230+00:00,individual,Only 4.5 months Used gently. Fully Fresh condition.Bought it from Sumas Tech.Box & memo available.
Samsung Galaxy S25 512 GB Black,110000,Used,"Dhaka, Jatrabari",26/08,https://bikroy.com/jatrabari/mobile-phones/samsung-galaxy-s25-512-gb-black-8ay5FXBWzTrTrp3E9ry7PlQr.html,3,2026-09-08T12:03:48.018533+00:00,individual,Just Call me 017XXXXXXXX
Samsung Galaxy S24 Ultra 512 GB Gold,77000,Used,"Dhaka, Dhanmondi",26/08,https://bikroy.com/dhanmondi/mobile-phones/samsung-galaxy-s24-ultra-512-gb-gold-wT1Tfk5bySxjFMZ4A7X57s3m.html,5,2026-09-08T12:03:48.615794+00:00,individual,"Full fresh condition not any single scratch or dent on display and body parts...
10 days replacement guarantee and cash memo will provide."
Samsung Z 16 GB Silver,56000,Used,"Dhaka, Hazaribagh",29/08,https://bikroy.com/hazaribagh/mobile-phones/samsung-z-16-gb-silver-yB9zdSWQIngwfAn2rb4SZDv9.html,5,2026-09-08T12:03:48.730224+00:00,individual,Full fresh only device 12/512gb authentic
Samsung Galaxy S10 Plus 128 GB Green,25000,Used,"Dhaka, Uttara",29/08,https://bikroy.com/uttara/mobile-phones/samsung-galaxy-s10-plus-128-gb-green-wcGu1bukCwlqakORfEk9qgcg.html,5,2026-09-08T12:03:49.666879+00:00,individual,"Brought with me from abroad, no fault in the phone. Never worked on, fully intact. 
Need upgrade so selling this unit. 
No box available, just a complete phone and charger will be given. 
Location: Uttara , sector 5."
